ip,urllenth,subdomainlength,lenghtratio,shortened,@,//,-,subdomains,other suffix,URL Entropy,Nan_entropy,tld,httpsurl,suspiciouswordcount,freehosting,websitetraffic,statisticalreport,Result
1,-0.49,-0.33,-1.48,1,0,1,0,0,1,-0.83,-4.56,-0.5,1,0,1,-1,1,1
1,-0.58,-0.5,-1.16,1,0,1,-2,0,1,-0.84,-4.36,-0.02,1,0,1,-1,1,1
1,-0.45,-0.32,-1.41,1,0,1,0,-1,1,-0.81,-3.62,0,1,0,1,1,1,1
1,-0.69,-0.5,-1.38,1,0,1,0,-1,1,-0.92,-4.59,-0.45,1,0,1,1,1,1
1,-0.37,-0.27,-1.37,1,0,1,0,0,1,-0.82,-3.57,-0.15,1,0,1,1,1,1
1,-0.42,-0.28,-1.5,1,0,1,0,0,1,-0.82,-3.62,0,1,0,1,1,1,1
1,-0.45,-0.33,-1.36,1,0,1,0,0,1,-0.8,-4.59,0,1,0,1,1,1,1
1,-0.4,-0.31,-1.29,1,0,1,0,0,1,-0.83,-4.08,-0.15,1,0,1,1,1,1
1,-0.41,-0.23,-1.78,1,0,1,0,0,1,-0.84,-3.57,-0.15,1,0,1,-1,1,1
1,-0.3,-0.2,-1.5,1,0,1,0,0,1,-0.82,-3.06,-0.15,1,0,1,-1,1,1
1,-0.62,-0.49,-1.27,1,0,1,0,0,1,-0.85,-5.75,-0.15,1,0,1,1,1,1
1,-0.54,-0.34,-1.59,1,0,1,0,-1,1,-0.87,-4.14,0,1,0,1,1,1,1
1,-0.49,-0.32,-1.53,1,0,1,0,-1,1,-0.88,-4.65,0,1,0,1,1,1,1
1,-1,-0.8,-1.25,1,0,1,-5,0,1,-0.93,-7.09,-0.48,1,0,1,1,1,1
1,-0.48,-0.35,-1.37,1,0,1,0,0,1,-0.82,-3.57,-0.15,1,0,1,-1,1,1
1,-0.68,-0.48,-1.42,1,0,1,-2,-1,1,-0.88,-5.79,0,1,0,1,1,1,1
1,-0.44,-0.28,-1.57,1,0,1,0,-1,1,-0.76,-3.62,-0.45,1,0,1,1,1,1
1,-0.68,-0.5,-1.36,1,0,1,0,-1,1,-0.84,-4.59,-0.48,1,0,1,1,1,1
1,-0.34,-0.25,-1.36,1,0,1,0,-1,1,-0.82,-3.57,0,1,0,1,1,1,1
1,-0.91,-0.75,-1.21,1,0,1,0,-1,1,-0.82,-6.34,-0.48,1,0,1,1,1,1
1,-0.45,-0.35,-1.29,1,0,1,0,-1,1,-0.78,-3.62,-0.45,1,0,1,1,1,1
1,-0.59,-0.47,-1.26,1,0,1,0,0,1,-0.87,-4.64,-0.48,1,0,1,1,1,1
1,-0.57,-0.38,-1.5,1,0,1,0,0,1,-0.8,-4.08,-0.45,1,0,1,-1,1,1
1,-0.54,-0.36,-1.5,1,0,1,0,-1,1,-0.85,-4.05,-0.45,1,0,1,1,1,1
1,-0.38,-0.2,-1.9,1,0,1,0,-1,1,-0.76,-3.06,-0.48,1,0,1,-1,1,1
1,-0.54,-0.4,-1.35,1,0,1,0,0,1,-0.87,-3.57,-0.48,1,0,1,1,1,1
1,-0.56,-0.32,-1.75,1,0,1,0,0,1,-0.89,-3.78,-0.48,1,0,1,-1,1,1
1,-0.46,-0.28,-1.64,1,0,1,0,0,1,-0.83,-3.06,-0.48,1,0,1,-1,1,1
1,-0.39,-0.23,-1.7,1,0,1,0,0,1,-0.83,-3.06,-0.48,1,0,1,-1,1,1
1,-0.73,-0.64,-1.14,1,0,1,-1,0,1,-0.89,-5.56,0,1,0,1,1,1,1
1,-0.79,-0.7,-1.13,1,0,1,0,0,1,-0.89,-4.94,-0.15,1,0,1,1,1,1
1,-0.69,-0.58,-1.19,1,0,1,0,0,1,-0.82,-5.62,-0.03,1,0,1,1,1,1
1,-0.55,-0.45,-1.22,1,0,1,0,0,1,-0.81,-4.08,-0.48,1,0,1,1,1,1
1,-0.42,-0.26,-1.62,1,0,1,0,0,1,-0.79,-3.06,-0.48,1,0,1,-1,1,1
1,-0.42,-0.24,-1.75,1,0,1,0,0,1,-0.79,-3.57,-0.48,1,0,1,-1,1,1
1,-0.35,-0.22,-1.59,1,0,1,0,0,1,-0.75,-3.06,-0.48,1,0,1,-1,1,1
1,-0.41,-0.2,-2.05,1,0,1,-2,0,1,-0.82,-3.85,-0.02,1,0,1,-1,1,1
1,-0.45,-0.24,-1.88,1,0,1,0,-1,1,-0.83,-3.06,-0.48,1,0,1,1,1,1
1,-0.54,-0.37,-1.46,1,0,1,0,0,1,-0.82,-4.08,-0.48,1,0,1,-1,1,1
1,-0.47,-0.21,-2.24,1,0,1,0,-1,1,-0.78,-3.06,-0.48,1,0,1,1,1,1
1,-0.44,-0.28,-1.57,1,0,1,0,0,1,-0.83,-3.62,-0.48,1,0,1,1,1,1
1,-0.45,-0.28,-1.61,1,0,1,0,0,1,-0.77,-3.57,-0.45,1,0,1,-1,1,1
1,-0.51,-0.37,-1.38,1,0,1,0,-1,1,-0.82,-4.08,0,1,0,1,1,1,1
1,-0.34,-0.19,-1.79,1,0,1,0,0,1,-0.75,-3.06,-0.48,1,0,1,-1,1,1
1,-0.94,-0.63,-1.49,1,0,1,0,-1,1,-0.88,-4.38,-0.48,1,0,1,-1,1,1
1,-0.42,-0.23,-1.83,1,0,1,-1,0,1,-0.82,-3.45,-0.48,1,0,1,-1,1,1
1,-0.58,-0.49,-1.18,1,0,1,0,-1,1,-0.8,-4.74,-0.48,1,0,1,1,1,1
1,-0.59,-0.35,-1.69,1,0,1,-2,0,1,-0.86,-4.36,-0.48,1,0,1,-1,1,1
1,-0.57,-0.38,-1.5,1,0,1,0,0,1,-0.9,-3.57,-0.48,1,0,1,1,1,1
1,-0.42,-0.26,-1.62,1,0,1,0,0,1,-0.79,-3.06,-0.48,1,0,1,-1,1,1
1,-0.54,-0.34,-1.59,1,0,1,0,-1,1,-0.87,-4.56,0,1,0,1,1,1,1
1,-0.34,-0.22,-1.55,1,0,1,0,0,1,-0.77,-3.06,-0.45,1,0,1,-1,1,1
1,-0.58,-0.37,-1.57,1,0,1,0,-2,1,-0.84,-4.05,0,1,0,1,1,1,1
1,-0.35,-0.22,-1.59,1,0,1,0,0,1,-0.77,-3.06,-0.15,1,0,1,-1,1,1
1,-0.46,-0.27,-1.7,1,0,1,-1,0,1,-0.85,-3.45,-0.48,1,0,1,-1,1,1
1,-0.53,-0.4,-1.32,1,0,1,0,0,1,-0.82,-4.08,-0.15,1,0,1,1,1,1
1,-0.62,-0.49,-1.27,1,0,1,0,-1,1,-0.82,-4.59,0,1,0,1,1,1,1
1,-0.49,-0.27,-1.81,1,0,1,0,0,1,-0.84,-3.27,-0.48,1,0,1,-1,1,1
1,-0.86,-0.75,-1.15,1,0,1,0,0,1,-0.84,-5.24,0,1,0,1,1,1,1
1,-0.6,-0.4,-1.5,1,0,1,0,-2,1,-0.84,-5.08,0,1,0,1,1,1,1
1,-0.66,-0.44,-1.5,1,0,1,0,-1,1,-0.85,-4.08,0,1,0,1,1,1,1
1,-0.64,-0.51,-1.25,1,0,1,0,0,1,-0.87,-5.1,-0.48,1,0,1,1,1,1
1,-0.71,-0.56,-1.27,1,0,1,-1,0,1,-0.85,-4.91,-0.15,1,0,1,-1,1,1
1,-0.48,-0.22,-2.18,1,0,1,0,0,1,-0.87,-3.06,-0.48,1,0,1,-1,1,1
1,-0.47,-0.2,-2.35,1,0,1,0,0,1,-0.83,-3.06,-0.15,1,0,1,-1,1,1
1,-0.27,-0.18,-1.5,1,0,1,0,0,1,-0.81,-2.57,-0.48,1,0,1,-1,1,1
1,-0.5,-0.35,-1.43,1,0,1,0,0,1,-0.83,-3.57,-0.48,1,0,1,-1,1,1
1,-0.51,-0.39,-1.31,1,0,1,0,0,1,-0.79,-4.08,-0.48,1,0,1,1,1,1
1,-0.62,-0.51,-1.22,1,0,1,0,0,1,-0.76,-5.32,-0.45,1,0,1,1,1,1
1,-0.38,-0.19,-2,1,0,1,0,-2,1,-0.8,-3.54,-0.09,1,0,1,1,1,1
1,-0.4,-0.28,-1.43,1,0,1,0,0,1,-0.83,-3.62,-0.48,1,0,1,-1,1,1
1,-0.47,-0.26,-1.81,1,0,1,0,0,1,-0.82,-3.06,-0.48,1,0,1,-1,1,1
1,-0.62,-0.39,-1.59,1,0,1,0,0,1,-0.88,-4.13,-0.48,1,0,1,-1,1,1
1,-0.47,-0.31,-1.52,1,0,1,0,-1,1,-0.81,-3.06,-0.48,1,0,1,1,1,1
1,-0.41,-0.22,-1.86,1,0,1,0,0,1,-0.82,-3.06,-0.48,1,0,1,-1,1,1
1,-0.37,-0.19,-1.95,1,0,1,0,0,1,-0.82,-3.06,-0.15,1,0,1,-1,1,1
1,-0.35,-0.2,-1.75,1,0,1,0,0,1,-0.76,-3.06,-0.02,1,0,1,-1,1,1
1,-0.3,-0.19,-1.58,1,0,1,0,0,1,-0.75,-3.06,-0.48,1,0,1,-1,1,1
1,-0.6,-0.44,-1.36,1,0,1,0,0,1,-0.85,-3.65,-0.48,1,0,1,-1,1,1
1,-0.48,-0.25,-1.92,1,0,1,0,0,1,-0.89,-3.06,-0.48,1,0,1,-1,1,1
1,-0.4,-0.28,-1.43,1,0,1,0,-1,1,-0.8,-3.57,-0.45,1,0,1,-1,1,1
1,-0.44,-0.2,-2.2,1,0,1,0,-2,1,-0.86,-3.54,-0.48,1,0,1,1,1,1
1,-0.39,-0.19,-2.05,1,0,1,0,0,1,-0.82,-2.57,-0.15,1,0,1,1,1,1
1,-0.56,-0.4,-1.4,1,0,1,0,0,1,-0.82,-4.08,-0.48,1,0,1,1,1,1
1,-0.39,-0.21,-1.86,1,0,1,0,0,1,-0.83,-3.54,-0.5,1,0,1,-1,1,1
1,-0.55,-0.45,-1.22,1,0,1,0,0,1,-0.81,-3.52,-0.67,1,0,1,-1,1,1
1,-0.45,-0.26,-1.73,1,0,1,0,0,1,-0.84,-3.57,-0.48,1,0,1,-1,1,1
1,-0.65,-0.54,-1.2,1,0,1,0,0,1,-0.89,-4.96,-0.48,1,0,1,1,1,1
1,-0.39,-0.2,-1.95,1,0,1,0,0,1,-0.82,-3.06,-0.48,1,0,1,-1,1,1
1,-0.68,-0.44,-1.55,1,0,1,0,0,1,-0.85,-4.59,-0.48,1,0,1,1,1,1
1,-0.47,-0.27,-1.74,1,0,1,0,0,1,-0.83,-3.57,-0.48,1,0,1,-1,1,1
1,-0.74,-0.65,-1.14,1,0,1,-1,-1,1,-0.87,-5.34,-0.48,1,0,1,1,1,1
1,-0.38,-0.25,-1.52,1,0,1,0,0,1,-0.8,-3.57,-0.45,1,0,1,-1,1,1
1,-0.4,-0.25,-1.6,1,0,1,0,0,1,-0.85,-3.27,-0.48,1,0,1,-1,1,1
1,-0.34,-0.22,-1.55,1,0,1,0,0,1,-0.77,-3.06,-0.48,1,0,1,1,1,1
1,-0.46,-0.31,-1.48,1,0,1,-1,-1,1,-0.84,-3.96,-0.05,1,0,1,1,1,1
1,-0.87,-0.73,-1.19,1,0,1,0,0,1,-0.83,-4.62,-0.48,1,0,1,-1,1,1
1,-0.48,-0.4,-1.2,1,0,1,0,0,1,-0.84,-4.08,-0.02,1,0,1,-1,1,1
1,-0.41,-0.2,-2.05,1,0,1,0,0,1,-0.83,-3.06,-0.48,1,0,1,-1,1,1
1,-0.6,-0.39,-1.54,1,0,1,0,-1,1,-0.88,-5.05,-0.5,1,0,1,1,1,1
1,-0.48,-0.38,-1.26,1,0,1,0,0,1,-0.84,-4.11,0,1,0,1,1,1,1
1,-0.56,-0.44,-1.27,1,0,1,0,0,1,-0.83,-5.1,0,1,0,1,1,1,1
1,-0.37,-0.27,-1.37,1,0,1,0,0,1,-0.78,-3.06,-0.15,1,0,1,1,1,1
1,-0.66,-0.57,-1.16,1,0,1,-2,0,1,-0.85,-4.87,0,1,0,1,1,1,1
1,-0.44,-0.32,-1.38,1,0,1,0,-1,1,-0.86,-4.14,0,1,0,1,1,1,1
1,-0.45,-0.31,-1.45,1,0,1,-2,0,1,-0.89,-4.36,-0.67,1,0,1,1,1,1
1,-0.64,-0.55,-1.16,1,0,1,0,-1,1,-0.86,-5.1,0,1,0,1,1,1,1
1,-0.44,-0.26,-1.69,1,0,1,0,-2,1,-0.79,-4.05,0,1,0,1,1,1,1
1,-0.35,-0.2,-1.75,1,0,1,0,0,1,-0.81,-3.06,-0.48,1,0,1,-1,1,1
1,-0.68,-0.45,-1.51,1,0,1,-1,-1,1,-0.88,-4.99,0,1,0,1,1,1,1
1,-0.49,-0.35,-1.4,1,0,1,0,0,1,-0.83,-4.56,-0.5,1,0,1,1,1,1
1,-0.3,-0.18,-1.67,1,0,1,0,0,1,-0.71,-3.06,-0.15,1,0,1,-1,1,1
1,-0.42,-0.24,-1.75,1,0,1,0,0,1,-0.78,-3.06,-0.15,1,0,1,-1,1,1
1,-0.58,-0.45,-1.29,1,0,1,0,-1,1,-0.81,-4.59,-0.48,1,0,1,1,1,1
1,-0.59,-0.46,-1.28,1,0,1,0,0,1,-0.86,-4.08,-0.48,1,0,1,1,1,1
1,-0.46,-0.25,-1.84,1,0,1,0,-1,1,-0.82,-4.05,0,1,0,1,1,1,1
1,-0.51,-0.4,-1.27,1,0,1,0,0,1,-0.84,-4.14,0,1,0,1,1,1,1
1,-0.39,-0.24,-1.63,1,0,1,0,0,1,-0.83,-3.06,-0.15,1,0,1,-1,1,1
1,-0.42,-0.27,-1.56,1,0,1,0,0,1,-0.81,-3.57,-0.48,1,0,1,-1,1,1
1,-0.39,-0.22,-1.77,1,0,1,0,0,1,-0.81,-2.57,-0.48,1,0,1,-1,1,1
1,-0.38,-0.22,-1.73,1,0,1,0,0,1,-0.82,-3.27,0,1,0,1,-1,1,1
1,-0.41,-0.21,-1.95,1,0,1,-1,0,1,-0.83,-3.45,-0.48,1,0,1,-1,1,1
1,-0.48,-0.4,-1.2,1,0,1,0,0,1,-0.77,-4.08,-0.02,1,0,1,1,1,1
1,-0.43,-0.29,-1.48,1,0,1,0,0,1,-0.83,-3.57,-0.48,1,0,1,-1,1,1
1,-0.34,-0.22,-1.55,1,0,1,0,0,1,-0.82,-3.06,-0.48,1,0,1,-1,1,1
1,-0.43,-0.26,-1.65,1,0,1,0,0,1,-0.8,-3.06,-0.48,1,0,1,-1,1,1
1,-0.43,-0.3,-1.43,1,0,1,0,0,1,-0.83,-3.57,-0.15,1,0,1,1,1,1
1,-0.45,-0.33,-1.36,1,0,1,0,0,1,-0.91,-4.56,-0.5,1,0,1,1,1,1
1,-0.34,-0.2,-1.7,1,0,1,0,0,1,-0.8,-3.06,-0.01,1,0,1,-1,1,1
1,-0.38,-0.19,-2,1,0,1,0,-1,1,-0.8,-3.54,-0.48,1,0,1,1,1,1
1,-0.33,-0.2,-1.65,1,0,1,0,0,1,-0.8,-3.06,-0.48,1,0,1,1,1,1
1,-0.37,-0.24,-1.54,1,0,1,0,0,1,-0.8,-3.57,-0.45,1,0,1,-1,1,1
1,-0.51,-0.31,-1.65,1,0,1,-1,0,1,-0.85,-2.97,-0.48,1,0,1,-1,1,1
1,-0.32,-0.18,-1.78,1,0,1,0,0,1,-0.83,-2.57,-0.48,1,0,1,-1,1,1
1,-0.45,-0.31,-1.45,1,0,1,-2,0,1,-0.84,-3.88,-0.48,1,0,1,-1,1,1
1,-0.49,-0.32,-1.53,1,0,1,0,0,1,-0.83,-3.57,-0.48,1,0,1,-1,1,1
1,-0.36,-0.21,-1.71,1,0,1,0,-1,1,-0.78,-3.06,-0.48,1,0,1,1,1,1
1,-0.51,-0.34,-1.5,1,0,1,0,-1,1,-0.81,-4.05,0,1,0,1,1,1,1
1,-0.59,-0.34,-1.74,1,0,1,0,-2,1,-0.84,-4.54,0,1,-1,1,1,1,1
1,-0.4,-0.28,-1.43,1,0,1,0,0,1,-0.76,-3.57,-0.02,1,0,1,-1,1,1
1,-0.36,-0.21,-1.71,1,0,1,0,-1,1,-0.8,-3.54,0,1,0,1,1,1,1
1,-0.47,-0.3,-1.57,1,0,1,0,-1,1,-0.83,-4.48,0,1,0,1,1,1,1
1,-0.56,-0.41,-1.37,1,0,1,0,-1,1,-0.86,-5.08,0,1,0,1,1,1,1
1,-0.58,-0.39,-1.49,1,0,1,0,-1,1,-0.81,-4.56,0,1,0,1,1,1,1
1,-0.43,-0.29,-1.48,1,0,1,0,-1,1,-0.82,-4.05,0,1,0,1,1,1,1
1,-0.5,-0.36,-1.39,1,0,1,0,0,1,-0.79,-3.57,-0.48,1,0,1,1,1,1
1,-0.38,-0.26,-1.46,1,0,1,0,0,1,-0.74,-3.57,-0.05,1,0,1,-1,1,1
1,-0.63,-0.51,-1.24,1,0,1,0,0,1,-0.87,-5.29,-0.5,1,0,1,1,1,1
1,-0.53,-0.34,-1.56,1,0,1,0,0,1,-0.79,-3.57,-0.48,1,0,1,-1,1,1
1,-0.44,-0.32,-1.38,1,0,1,0,0,1,-0.8,-4.05,-0.5,1,0,1,-1,1,1
1,-0.37,-0.18,-2.06,1,0,1,0,0,1,-0.75,-3.06,-0.45,1,0,1,-1,1,1
1,-0.35,-0.18,-1.94,1,0,1,0,0,1,-0.74,-3.06,-0.48,1,0,1,-1,1,1
1,-0.42,-0.29,-1.45,1,0,1,0,0,1,-0.84,-4.05,-0.5,1,0,1,1,1,1
1,-0.37,-0.17,-2.18,1,0,1,0,0,1,-0.82,-3.54,-0.5,1,0,1,-1,1,1
1,-0.43,-0.26,-1.65,1,0,1,0,0,1,-0.81,-3.54,-0.5,1,0,1,-1,1,1
1,-0.45,-0.29,-1.55,1,0,1,0,-1,1,-0.83,-4.11,-0.5,1,0,1,1,1,1
1,-0.34,-0.19,-1.79,1,0,1,0,0,1,-0.79,-3.54,-0.5,1,0,1,-1,1,1
1,-0.43,-0.31,-1.39,1,0,1,0,0,1,-0.8,-3.57,-0.5,1,0,1,-1,1,1
1,-0.36,-0.22,-1.64,1,0,1,0,0,1,-0.79,-3.06,-0.48,1,0,1,-1,1,1
1,-0.37,-0.26,-1.42,1,0,1,0,0,1,-0.87,-3.08,-0.15,1,0,1,-1,1,1
1,-0.52,-0.27,-1.93,1,0,1,-1,0,1,-0.85,-4.96,-0.5,1,0,1,-1,1,1
1,-0.51,-0.39,-1.31,1,0,1,0,0,1,-0.85,-3.57,-0.48,1,0,1,1,1,1
1,-0.59,-0.39,-1.51,1,0,1,-3,0,1,-0.87,-4.25,-0.48,1,0,1,-1,1,1
1,-0.44,-0.31,-1.42,1,0,1,0,-1,1,-0.81,-3.57,-0.45,1,0,1,-1,1,1
1,-0.37,-0.27,-1.37,1,0,1,0,0,1,-0.79,-3.57,-0.48,1,0,1,-1,1,1
1,-0.64,-0.47,-1.36,1,0,1,-4,0,1,-0.9,-4.64,-0.48,1,0,1,-1,1,1
1,-0.49,-0.28,-1.75,1,0,1,-1,0,1,-0.84,-3.96,-0.48,1,0,1,-1,1,1
1,-0.41,-0.28,-1.46,1,0,1,-1,0,1,-0.81,-4.02,-0.45,1,0,1,-1,1,1
1,-0.38,-0.19,-2,1,0,1,0,0,1,-0.77,-3.06,-0.48,1,0,1,-1,1,1
1,-0.43,-0.23,-1.87,1,0,1,0,0,1,-0.81,-3.57,-0.48,1,0,1,-1,1,1
1,-0.37,-0.23,-1.61,1,0,1,0,0,1,-0.76,-3.57,-0.48,1,0,1,1,1,1
1,-0.32,-0.21,-1.52,1,0,1,0,0,1,-0.79,-3.57,-0.15,1,0,1,-1,1,1
1,-0.42,-0.2,-2.1,1,0,1,0,0,1,-0.83,-3.06,-0.48,1,0,1,-1,1,1
1,-0.39,-0.28,-1.39,1,0,1,0,0,1,-0.75,-3.14,-0.45,1,0,1,-1,1,1
1,-0.46,-0.28,-1.64,1,0,1,0,0,1,-0.82,-3.57,-0.48,1,0,1,1,1,1
1,-0.5,-0.3,-1.67,1,0,1,0,0,1,-0.78,-3.57,-0.48,1,0,1,-1,1,1
1,-0.46,-0.33,-1.39,1,0,1,0,0,1,-0.84,-3.62,-0.48,1,0,1,-1,1,1
1,-0.48,-0.34,-1.41,1,0,1,0,0,1,-0.82,-3.57,-0.48,1,0,1,-1,1,1
1,-0.51,-0.25,-2.04,1,0,1,0,0,1,-0.81,-3.57,-0.48,1,0,1,-1,1,1
1,-0.74,-0.52,-1.42,1,0,1,0,0,1,-0.82,-4.62,-0.15,1,0,1,1,1,1
1,-0.37,-0.22,-1.68,1,0,1,0,0,1,-0.82,-3.57,-0.48,1,0,1,-1,1,1
1,-0.4,-0.21,-1.9,1,0,1,0,0,1,-0.84,-3.06,-0.48,1,0,1,1,1,1
1,-0.44,-0.34,-1.29,1,0,1,0,0,1,-0.79,-4.08,-0.48,1,0,1,1,1,1
1,-0.41,-0.22,-1.86,1,0,1,0,0,1,-0.79,-3.06,-0.48,1,0,1,-1,1,1
1,-0.55,-0.4,-1.38,1,0,1,0,-1,1,-0.89,-4.59,-0.48,1,0,1,1,1,1
1,-0.43,-0.26,-1.65,1,0,1,0,0,1,-0.83,-3.06,-0.48,1,0,1,-1,1,1
1,-0.38,-0.26,-1.46,1,0,1,0,0,1,-0.73,-3.57,-0.45,1,0,1,-1,1,1
1,-0.42,-0.23,-1.83,1,0,1,0,0,1,-0.76,-3.06,-0.45,1,0,1,-1,1,1
1,-0.53,-0.27,-1.96,1,0,1,0,-2,1,-0.81,-4.54,-0.5,1,0,1,-1,1,1
1,-0.41,-0.18,-2.28,1,0,1,0,0,1,-0.83,-3.06,-0.48,1,0,1,-1,1,1
1,-0.31,-0.2,-1.55,1,0,1,0,0,1,-0.79,-2.57,-0.15,1,0,1,1,1,1
1,-0.3,-0.18,-1.67,1,0,1,0,0,1,-0.75,-3.06,-0.48,1,0,1,-1,1,1
1,-0.51,-0.38,-1.34,1,0,1,0,-1,1,-0.83,-4.56,0,1,0,1,1,1,1
1,-0.44,-0.33,-1.33,1,0,1,0,0,1,-0.78,-4.08,-0.45,1,0,1,-1,1,1
1,-0.35,-0.17,-2.06,1,0,1,0,0,1,-0.78,-3.06,-0.48,1,0,1,-1,1,1
1,-0.33,-0.19,-1.74,1,0,1,0,0,1,-0.79,-3.06,-0.15,1,0,1,-1,1,1
1,-0.38,-0.17,-2.24,1,0,1,0,0,1,-0.77,-3.06,-0.48,1,0,1,-1,1,1
1,-0.48,-0.24,-2,1,0,1,-1,0,1,-0.8,-3.45,-0.48,1,0,1,-1,1,1
1,-0.43,-0.27,-1.59,1,0,1,0,0,1,-0.82,-4.05,-0.5,1,0,1,-1,1,1
1,-0.61,-0.41,-1.49,1,0,1,0,-1,1,-0.85,-5.08,0,1,0,1,1,1,1
1,-0.49,-0.36,-1.36,1,0,1,0,0,1,-0.83,-3.57,-0.15,1,0,1,-1,1,1
1,-0.61,-0.38,-1.61,1,0,1,0,-2,1,-0.79,-5.56,-0.5,1,0,1,-1,1,1
1,-0.53,-0.31,-1.71,1,0,1,0,0,1,-0.86,-5.05,-0.5,1,0,1,-1,1,1
1,-0.57,-0.33,-1.73,1,0,1,-1,0,1,-0.85,-5.45,-0.5,1,0,1,-1,1,1
1,-0.52,-0.37,-1.41,1,0,1,0,0,1,-0.84,-4.08,-0.15,1,0,1,-1,1,1
1,-0.54,-0.36,-1.5,1,0,1,0,0,1,-0.83,-5.05,-0.5,1,0,1,-1,1,1
1,-0.5,-0.32,-1.56,1,0,1,0,0,1,-0.83,-4.62,-0.5,1,0,1,-1,1,1
1,-0.48,-0.32,-1.5,1,0,1,0,0,1,-0.85,-3.57,-0.48,1,0,1,-1,1,1
1,-0.48,-0.32,-1.5,1,0,1,0,0,1,-0.81,-5.26,-0.5,1,0,1,-1,1,1
1,-0.53,-0.33,-1.61,1,0,1,0,-1,1,-0.87,-4.08,-0.48,1,0,1,1,1,1
1,-0.31,-0.18,-1.72,1,0,1,0,0,1,-0.77,-2.57,-0.15,1,0,1,-1,1,1
1,-0.45,-0.32,-1.41,1,0,1,0,0,1,-0.81,-3.57,-0.48,1,0,1,1,1,1
1,-0.53,-0.39,-1.36,1,0,1,0,0,1,-0.84,-4.08,-0.48,1,0,1,-1,1,1
1,-0.37,-0.19,-1.95,1,0,1,0,0,1,-0.81,-3.06,-0.48,1,0,1,-1,1,1
1,-0.43,-0.26,-1.65,1,0,1,0,-1,1,-0.85,-3.06,-0.48,1,-1,1,1,1,1
1,-0.35,-0.21,-1.67,1,0,1,0,0,1,-0.82,-3.06,-0.48,1,0,1,-1,1,1
1,-0.54,-0.38,-1.42,1,0,1,0,0,1,-0.82,-3.3,-0.48,1,0,1,-1,1,1
1,-0.47,-0.28,-1.68,1,0,1,0,0,1,-0.85,-3.06,-0.48,1,0,1,-1,1,1
1,-0.37,-0.23,-1.61,1,0,1,0,-1,1,-0.8,-4.05,0,1,0,1,1,1,1
1,-0.38,-0.24,-1.58,1,0,1,0,-1,1,-0.81,-4.05,0,1,0,1,1,1,1
1,-0.38,-0.18,-2.11,1,0,1,-1,0,1,-0.79,-2.97,-0.45,1,0,1,-1,1,1
1,-0.36,-0.17,-2.12,1,0,1,0,0,1,-0.78,-3.06,-0.48,1,0,1,-1,1,1
1,-0.34,-0.22,-1.55,1,0,1,0,0,1,-0.78,-3.06,-0.48,1,0,1,-1,1,1
1,-0.45,-0.19,-2.37,1,0,1,0,-1,1,-0.82,-4.02,-0.5,1,0,1,1,1,1
1,-0.53,-0.36,-1.47,1,0,1,0,0,1,-0.79,-3.57,-0.48,1,0,1,-1,1,1
1,-0.45,-0.32,-1.41,1,0,1,0,0,1,-0.72,-4.05,-0.45,1,0,1,-1,1,1
1,-0.58,-0.43,-1.35,1,0,1,0,-2,1,-0.81,-4.56,0,1,0,1,1,1,1
1,-0.47,-0.33,-1.42,1,0,1,0,-1,1,-0.84,-4.56,0,1,0,1,1,1,1
1,-0.32,-0.18,-1.78,1,0,1,0,0,1,-0.71,-3.06,-0.15,1,0,1,-1,1,1
1,-0.36,-0.23,-1.57,1,0,1,0,0,1,-0.77,-3.57,-0.48,1,0,1,-1,1,1
1,-0.43,-0.29,-1.48,1,0,1,0,-1,1,-0.77,-3.57,0,1,0,1,1,1,1
1,-0.45,-0.28,-1.61,1,0,1,0,-1,1,-0.83,-3.57,-0.45,1,0,1,-1,1,1
1,-0.45,-0.26,-1.73,1,0,1,0,-2,1,-0.82,-4.05,0,1,0,1,1,1,1
1,-0.45,-0.26,-1.73,1,0,1,0,0,1,-0.77,-3.06,-0.15,1,0,1,-1,1,1
1,-0.36,-0.21,-1.71,1,0,1,0,0,1,-0.75,-3.27,-0.48,1,0,1,-1,1,1
1,-0.42,-0.27,-1.56,1,0,1,0,-2,1,-0.77,-4.05,0,1,0,1,1,1,1
1,-0.33,-0.17,-1.94,1,0,1,0,0,1,-0.77,-3.06,-0.48,1,0,1,-1,1,1
1,-0.37,-0.27,-1.37,1,0,1,0,0,1,-0.75,-2.79,-0.15,1,0,1,1,1,1
1,-0.36,-0.27,-1.33,1,0,1,0,0,1,-0.75,-3.57,-0.48,1,0,1,1,1,1
1,-0.37,-0.24,-1.54,1,0,1,0,0,1,-0.79,-2.57,-0.48,1,0,1,-1,1,1
1,-0.66,-0.57,-1.16,1,0,1,0,0,1,-0.82,-4.08,-0.13,1,0,1,-1,1,1
1,-0.41,-0.26,-1.58,1,0,1,0,0,1,-0.82,-3.06,-0.48,1,0,1,-1,1,1
1,-0.43,-0.28,-1.54,1,0,1,0,0,1,-0.83,-3.84,-0.15,1,0,1,-1,1,1
1,-0.55,-0.38,-1.45,1,0,1,0,0,1,-0.74,-4.08,-0.48,1,0,1,-1,1,1
1,-0.29,-0.19,-1.53,1,0,1,0,0,1,-0.73,-2.57,-0.15,1,0,1,1,1,1
1,-0.5,-0.37,-1.35,1,0,1,0,-1,1,-0.84,-4.11,0,1,0,1,1,1,1
