IPinURL,length,shortened,at_symbol,redirect_slashes,prefsuf,subdomain,tld,https_domain,website_traffic,statistical_report,certificate,domain_age,reg_length,Result
1.0,-1.31,1.0,1.0,1.0,-1.0,-1.0,-0.02,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.48,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.004,0.361,-1
1.0,-0.45,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.004,0.361,-1
1.0,-1.42,1.0,1.0,1.0,-1.0,-1.0,-0.02,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.36,1.0,1.0,1.0,1.0,-2.0,-0.48,1.0,-1.0,1.0,1.0,0.18,0.365,-1
1.0,-0.65,1.0,1.0,1.0,-1.0,-2.0,-0.18,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-0.64,1.0,1.0,1.0,-1.0,-2.0,-0.18,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-1.04,1.0,-1.0,1.0,-1.0,-3.0,-0.48,1.0,1.0,1.0,1.0,5.544,0.3,-1
1.0,-0.41,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,7.883,0.152,-1
1.0,-0.39,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.16,0.319,-1
1.0,-0.29,1.0,1.0,1.0,-1.0,0.0,-2.89,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.19,1.0,1.0,1.0,1.0,0.0,-0.39,1.0,-1.0,1.0,-1.0,0.005,0.361,-1
1.0,-0.31,1.0,1.0,1.0,-1.0,0.0,-0.04,1.0,-1.0,1.0,-1.0,0.059,0.306,-1
1.0,-0.29,1.0,1.0,1.0,-1.0,0.0,-0.04,1.0,-1.0,1.0,-1.0,0.059,0.306,-1
1.0,-0.69,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.27,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.29,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.812,2.666,-1
1.0,-0.33,1.0,1.0,1.0,-1.0,0.0,-0.04,1.0,-1.0,1.0,-1.0,0.059,0.306,-1
1.0,-0.38,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.16,0.319,-1
1.0,-0.71,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.71,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.71,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.71,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.71,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.38,1.0,1.0,1.0,-1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
-1.0,-0.66,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
-1.0,-0.67,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
-1.0,-0.69,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.3,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,7.226,0.079,-1
1.0,-0.32,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,-1
1.0,-0.55,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-0.57,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.64,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.004,0.361,-1
1.0,-0.58,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.69,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.005,0.36,-1
1.0,-0.68,1.0,1.0,1.0,-1.0,-2.0,-0.01,1.0,-1.0,1.0,1.0,1.009,0.087,-1
1.0,-0.42,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,7.883,0.152,-1
1.0,-0.33,1.0,1.0,1.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.66,1.0,1.0,1.0,1.0,-2.0,-0.32,1.0,1.0,1.0,1.0,4.41,0.339,-1
1.0,-0.88,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.098,0.268,-1
1.0,-0.5,1.0,1.0,1.0,1.0,0.0,-0.24,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.67,1.0,1.0,1.0,1.0,0.0,-0.24,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-1.37,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,-1.0,1.0,5.588,0.256,-1
1.0,-0.28,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-1.08,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-1.08,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.29,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-1.09,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.29,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-1.09,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.3,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,-1.0,1.0,-1.0,0.231,0.135,-1
1.0,-0.63,1.0,1.0,1.0,1.0,0.0,-0.15,1.0,-1.0,1.0,-1.0,0.18,0.365,-1
1.0,-0.71,1.0,1.0,1.0,-1.0,-1.0,-0.39,1.0,-1.0,1.0,-1.0,0.055,0.311,-1
1.0,-0.27,1.0,1.0,1.0,1.0,-1.0,-0.39,1.0,-1.0,1.0,-1.0,0.055,0.311,-1
1.0,-0.58,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,-1.0,8.154,0.611,1
1.0,-0.34,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,-1.0,8.154,0.611,1
1.0,-0.3,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,-1.0,8.154,0.611,1
1.0,-0.48,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,-1.0,8.154,0.611,1
1.0,-0.36,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,-1.0,8.154,0.611,1
1.0,-0.32,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,-1.0,8.154,0.611,1
1.0,-5.77,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,1.0,1.0,-1.0,0.18,0.365,1
1.0,-3.69,1.0,1.0,1.0,1.0,0.0,-0.48,1.0,1.0,1.0,-1.0,3.178,0.11,1
1.0,-0.42,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,0.18,0.365,1
1.0,-0.42,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,8.277,3.045,1
1.0,-0.36,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.36,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.36,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.36,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,8.277,3.045,1
1.0,-0.36,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.94,1.0,1.0,1.0,1.0,-1.0,-0.09,1.0,-1.0,1.0,1.0,7.597,0.393,1
1.0,-0.3,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,7.297,0.373,1
1.0,-0.32,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,7.297,0.373,1
1.0,-24.42,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.45,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.84,1.0,1.0,1.0,-1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-0.31,1.0,1.0,1.0,1.0,-1.0,-0.15,1.0,1.0,1.0,1.0,2.043,1.61,1
1.0,-0.55,1.0,1.0,1.0,1.0,-1.0,-0.15,1.0,1.0,1.0,1.0,2.043,1.61,1
1.0,-0.51,1.0,1.0,1.0,1.0,-1.0,-0.15,1.0,1.0,1.0,1.0,2.043,1.61,1
1.0,-0.51,1.0,1.0,1.0,1.0,-1.0,-0.15,1.0,1.0,1.0,1.0,2.043,1.61,1
1.0,-0.52,1.0,1.0,1.0,1.0,-1.0,-0.15,1.0,1.0,1.0,1.0,2.043,1.61,1
1.0,-0.53,1.0,1.0,1.0,1.0,-1.0,-0.15,1.0,1.0,1.0,1.0,2.043,1.61,1
1.0,-0.46,1.0,1.0,1.0,1.0,-1.0,-0.15,1.0,1.0,1.0,1.0,2.043,1.61,1
1.0,-1.5,1.0,1.0,1.0,1.0,-1.0,-0.15,1.0,1.0,1.0,1.0,2.043,1.61,1
1.0,-1.09,1.0,1.0,1.0,1.0,-1.0,-0.15,1.0,1.0,1.0,1.0,2.043,1.61,1
1.0,-0.41,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.48,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.69,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.3,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.4,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.34,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-1.78,1.0,1.0,1.0,1.0,0.0,-0.41,1.0,1.0,1.0,-1.0,1.433,0.028,1
1.0,-1.04,1.0,1.0,1.0,-1.0,-1.0,-0.45,1.0,-1.0,1.0,1.0,5.736,0.108,1
1.0,-1.04,1.0,1.0,1.0,-1.0,-1.0,-0.45,1.0,-1.0,1.0,1.0,5.736,0.108,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.18,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-1.16,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.6,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.18,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.17,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.17,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.19,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-1.61,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.61,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.61,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-1.19,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.61,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.61,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.17,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.61,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.18,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.61,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.61,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.59,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.18,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.61,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.19,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.63,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-1.62,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-0.58,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-4.35,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,2.008,0.184,1
1.0,-7.95,1.0,1.0,-1.0,1.0,-1.0,-0.45,1.0,1.0,1.0,1.0,6.256,0.319,1
1.0,-1.29,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-1.96,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.3,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,7.297,0.373,1
1.0,-0.79,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-1.42,1.0,1.0,-1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-7.19,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-1.23,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,-1.0,1.0,1.0,7.874,0.891,1
1.0,-0.9,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,8.036,0.364,1
1.0,-4.85,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-5.37,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-3.69,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-0.36,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,7.695,0.341,1
1.0,-1.47,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-3.67,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,0.18,0.365,1
1.0,-1.01,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,7.695,0.341,1
1.0,-0.26,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-0.45,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-0.34,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-0.37,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-0.73,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-0.71,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-0.7,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-1.14,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-1.14,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-1.14,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-1.14,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-1.07,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-13.96,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-13.95,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
1.0,-0.48,1.0,1.0,1.0,1.0,-1.0,-0.48,1.0,1.0,1.0,1.0,5.725,0.484,1
